arm,task,lang,n_cmds,n_failed_cmds,fail_rate,n_build_cmds,n_build_failures,build_fail_rate,first_green_build_pos,n_static_err_cmds,n_runtime_err_cmds,static_share,max_same_err_loop,n_loop_cmds,early_fail_frac,late_fail_frac,late_static_errs,n_file_changes,n_unique_files,n_re_edits,n_late_re_edits,churn,n_agent_msgs,output_tokens,sub_src_files,sub_loc,sub_all_files
codex-lang-js,rust-ethereum__ethabi.b1710ad,js,37,3,0.0811,0,0,,,0,0,,0,0,0.0,0.6667,0,4,2,2,1,1.0,11,12886,2,690,3
codex-lang-js,rust-lang__mdbook.37273ba,js,34,3,0.0882,3,0,0.0,0.4412,0,0,,0,0,0.0,0.3333,0,4,2,3,1,1.5,11,14394,1,613,2
codex-lang-js,rvben__rumdl.2d75c4d,js,19,2,0.1053,0,0,,,0,0,,0,0,0.0,0.0,0,4,3,3,2,1.0,8,13009,1,318,3
codex-lang-js,samtools__samtools.aa823b5,js,21,3,0.1429,2,0,0.0,0.7143,0,0,,0,0,0.0,0.3333,0,6,2,5,2,2.5,8,15887,1,690,2
codex-lang-js,sayanarijit__xplr.1751065,js,33,1,0.0303,0,0,,,0,0,,0,0,0.0,1.0,0,2,2,1,1,0.5,9,9261,1,304,2
codex-lang-js,sclevine__yj.8016400,js,32,0,0.0,0,0,,,0,0,,0,0,,,0,0,0,0,0,,9,10746,1,277,2
codex-lang-js,segmentio__chamber.5f93f5f,js,17,1,0.0588,0,0,,,0,0,,0,0,0.0,1.0,0,4,2,3,1,1.5,10,10114,1,423,2
codex-lang-js,sharkdp__bat.f822bd0,js,31,1,0.0323,0,0,,,0,0,,0,0,0.0,1.0,0,2,2,0,0,0.0,7,11098,1,449,11
codex-lang-js,sharkdp__fd.40d8eb3,js,21,2,0.0952,2,0,0.0,0.8095,0,0,,0,0,0.0,0.0,0,2,1,1,0,1.0,6,13246,1,327,2
codex-lang-js,sharkdp__hexyl.2e26437,js,35,1,0.0286,0,0,,,0,0,,0,0,0.0,0.0,0,5,2,4,2,2.0,12,14353,1,487,2
codex-lang-js,sharkdp__hyperfine.327d5f4,js,25,2,0.08,0,0,,,0,0,,1,0,0.5,0.5,0,4,2,3,1,1.5,9,10824,1,377,2
codex-lang-js,sharkdp__pastel.b60e899,js,22,1,0.0455,0,0,,,0,0,,1,0,0.0,0.0,0,4,2,3,1,1.5,9,14563,1,371,2
codex-lang-js,shashwatah__jot.a92aad8,js,29,1,0.0345,0,0,,,0,0,,0,0,0.0,0.0,0,5,2,3,1,1.5,10,14767,1,395,2
codex-lang-js,sheepla__pingu.926d475,js,26,1,0.0385,0,0,,,0,0,,0,0,0.0,1.0,0,3,2,2,1,1.0,11,6264,1,208,2
codex-lang-js,sibprogrammer__xq.b89f681,js,21,2,0.0952,0,0,,,0,1,0.0,0,0,0.0,0.5,0,8,2,6,2,3.0,9,12855,1,431,2
codex-lang-js,sigoden__argc.04a08f1,js,35,3,0.0857,4,0,0.0,0.4,0,0,,0,0,0.0,0.3333,0,5,2,4,2,2.0,11,14800,1,554,2
codex-lang-js,simeg__eureka.df3796c,js,41,2,0.0488,0,0,,,0,0,,0,0,0.0,1.0,0,5,2,3,1,1.5,8,10903,1,237,2
codex-lang-js,sirwart__ripsecrets.34c9e03,js,42,1,0.0238,0,0,,,0,0,,0,0,0.0,0.0,0,6,2,4,2,2.0,14,12661,1,337,2
codex-lang-js,sitkevij__hex.61ae69b,js,25,1,0.04,0,0,,,0,0,,0,0,0.0,1.0,0,4,2,2,1,1.0,9,8016,1,246,2
codex-lang-js,skeema__skeema.6a76243,js,20,1,0.05,0,0,,,0,0,,0,0,0.0,1.0,0,4,2,3,1,1.5,10,10088,1,463,2
codex-lang-js,sqlite__sqlite.839433d,js,33,5,0.1515,0,0,,,0,0,,0,0,0.0,0.4,0,6,4,5,3,1.25,16,20665,2,956,4
codex-lang-js,sstadick__hck.b66c751,js,32,0,0.0,0,0,,,0,0,,0,0,,,0,6,2,5,2,2.5,8,12669,1,326,2
codex-lang-js,stacked-git__stgit.430027d,js,20,0,0.0,1,0,0.0,0.8,0,0,,0,0,,,0,5,2,3,1,1.5,9,12037,1,570,2
codex-lang-js,stathissideris__ditaa.f2286c4,js,24,1,0.0417,0,0,,,0,0,,0,0,1.0,0.0,0,3,2,1,1,0.5,10,5469,1,23,3
codex-lang-js,stranger6667__jsonschema.d52e881,js,36,3,0.0833,0,0,,,0,0,,0,0,0.0,0.3333,0,0,0,0,0,,9,13867,364,24379,545
codex-lang-js,svenstaro__genact.16f96e3,js,26,5,0.1923,0,0,,,0,0,,0,0,0.0,0.2,0,3,3,1,1,0.3333,8,9549,1,328,3
codex-lang-js,svenstaro__miniserve.8449e8b,js,26,2,0.0769,0,0,,,0,0,,0,0,0.0,0.5,0,3,2,2,1,1.0,10,16417,1,667,2
codex-lang-js,tarka__xcp.5e5b448,js,23,1,0.0435,1,0,0.0,0.8261,0,0,,0,0,0.0,0.0,0,3,1,2,1,2.0,9,11928,1,216,2
codex-lang-js,thezoraiz__ascii-image-converter.d05a757,js,39,5,0.1282,1,0,0.0,0.8974,0,0,,0,0,0.2,0.2,0,0,0,0,0,,6,12395,82,15176,115
codex-lang-js,tinycc__tinycc.9b8765d,js,27,2,0.0741,3,0,0.0,0.3333,0,0,,0,0,0.5,0.5,0,5,2,4,2,2.0,8,10620,1,426,2
codex-lang-js,tomarrell__wrapcheck.c058da1,js,35,1,0.0286,0,0,,,0,0,,0,0,0.0,0.0,0,3,2,2,1,1.0,10,9489,1,391,2
codex-lang-js,tomnomnom__gron.88a6234,js,41,6,0.1463,0,0,,,0,0,,0,0,0.0,0.3333,0,8,2,6,2,3.0,12,15338,1,423,2
codex-lang-js,trasta298__keifu.3331426,js,34,2,0.0588,0,0,,,0,0,,0,0,0.0,0.0,0,4,2,3,1,1.5,8,10014,1,243,2
codex-lang-js,tree-sitter__tree-sitter.5e23cca,js,30,5,0.1667,0,0,,,0,0,,0,0,0.2,0.4,0,2,2,1,1,0.5,8,12740,1,526,2
codex-lang-js,tstack__lnav.ee34494,js,46,3,0.0652,4,1,0.25,0.8478,1,0,1.0,1,0,0.0,0.6667,1,5,2,5,2,2.5,10,10936,1,329,2
codex-lang-js,tukaani-project__xz.1007bf0,js,29,5,0.1724,0,0,,,0,0,,0,0,0.2,0.0,0,6,4,9,4,2.25,26,17308,2,533,3
codex-lang-js,typst__typst.88356d0,js,17,1,0.0588,1,0,0.0,0.8824,0,0,,0,0,0.0,0.0,0,1,2,0,0,0.0,6,9446,1,448,2
codex-lang-js,unhappychoice__gittype.34b72d0,js,30,2,0.0667,0,0,,,0,0,,1,0,0.0,0.0,0,3,2,1,1,0.5,8,9367,1,463,2
codex-lang-js,universal-ctags__ctags.243595e,js,29,1,0.0345,0,0,,,0,0,,0,0,0.0,0.0,0,5,2,4,2,2.0,8,17116,1,370,2
codex-lang-js,wfxr__code-minimap.0ddeea5,js,38,0,0.0,0,0,,,0,0,,0,0,,,0,2,1,1,0,1.0,10,15378,1,241,2
codex-lang-js,wfxr__csview.8ac4de0,js,29,5,0.1724,0,0,,,0,0,,1,0,0.2,0.4,0,5,2,4,2,2.0,8,11558,1,275,2
codex-lang-js,wgunderwood__tex-fmt.3f1aef6,js,27,1,0.037,0,0,,,0,0,,0,0,0.0,0.0,0,5,4,4,2,1.0,7,10221,2,385,4
codex-lang-js,wintermute-cell__ngrrram.8ea13c3,js,32,1,0.0312,3,1,0.3333,0.6875,0,0,,0,0,0.0,0.0,0,3,2,2,1,1.0,10,8931,1,250,2
codex-lang-js,xampprocky__tokei.505d648,js,29,0,0.0,4,0,0.0,0.3793,0,0,,0,0,,,0,6,2,5,2,2.5,13,15945,1,534,2
codex-lang-js,xorg62__tty-clock.f2f847c,js,37,3,0.0811,0,0,,,0,0,,0,0,0.3333,0.0,0,4,2,4,2,2.0,12,12862,1,272,2
codex-lang-js,y2z__monolith.8702e66,js,27,1,0.037,6,1,0.1667,0.4815,0,0,,0,0,0.0,0.0,0,6,2,5,2,2.5,10,11505,1,398,2
codex-lang-js,yaa110__nomino.f892499,js,35,4,0.1143,8,1,0.125,0.6571,0,0,,1,0,0.0,0.25,0,7,1,6,2,6.0,10,12945,1,123,2
codex-lang-js,yassinebridi__serpl.c48a9d7,js,22,1,0.0455,0,0,,,0,0,,0,0,0.0,0.0,0,3,2,1,1,0.5,7,6547,1,135,2
codex-lang-js,yoav-lavi__melody.f4af9b4,js,31,2,0.0645,3,1,0.3333,0.5806,0,0,,0,0,0.0,0.0,0,5,2,4,2,2.0,8,12734,1,367,2
codex-lang-js,ys-l__flamelens.0b4dc33,js,29,4,0.1379,0,0,,,0,0,,0,0,0.0,0.25,0,2,2,1,1,0.5,10,7606,1,229,2
codex-lang-js,zevv__duc.a58fa4e,js,21,0,0.0,0,0,,,0,0,,0,0,,,0,5,2,3,1,1.5,10,14253,1,436,2
codex-lang-js,zk-org__zk.10d93d5,js,15,3,0.2,0,0,,,0,0,,0,0,0.3333,0.3333,0,0,0,0,0,,9,11064,1,334,2
codex-lang-python,abishekvashok__cmatrix.5c082c6,python,22,2,0.0909,1,0,0.0,0.8636,0,2,0.0,0,0,0.0,0.5,0,3,2,2,1,1.0,10,7051,1,324,2
codex-lang-python,agourlay__zip-password-finder.704700d,python,30,1,0.0333,0,0,,,0,0,,0,0,0.0,0.0,0,0,0,0,0,,9,10760,1,303,2
codex-lang-python,ajeetdsouza__zoxide.67ca1bc,python,30,4,0.1333,1,0,0.0,0.8333,1,0,1.0,1,0,0.5,0.0,0,4,2,3,1,1.5,11,13540,1,689,2
codex-lang-python,alecthomas__chroma.8d04def,python,30,0,0.0,1,0,0.0,0.9333,0,0,,0,0,,,0,0,0,0,0,,10,9424,1,269,2
codex-lang-python,alexpovel__srgn.89f943b,python,31,3,0.0968,0,0,,,0,0,,1,0,0.6667,0.0,0,7,2,6,2,3.0,9,14584,1,566,2
codex-lang-python,altdesktop__i3-style.f93821b,python,54,3,0.0556,6,0,0.0,0.4444,0,0,,0,0,0.6667,0.0,0,9,2,8,3,4.0,11,24159,1,475,2
codex-lang-python,ammarabouzor__tui-journal.2b4540d,python,33,1,0.0303,0,0,,,0,0,,0,0,0.0,1.0,0,3,2,1,1,0.5,8,11178,1,562,2
codex-lang-python,anordal__shellharden.6a6ffd4,python,27,1,0.037,2,0,0.0,0.7037,0,0,,0,0,0.0,1.0,0,3,2,2,1,1.0,8,9831,1,369,2
codex-lang-python,antonmedv__fx.86d0d34,python,35,6,0.1714,4,0,0.0,0.6,0,0,,0,0,0.0,0.3333,0,5,2,4,2,2.0,12,11985,1,378,2
codex-lang-python,antonmedv__walk.bf802ef,python,35,6,0.1714,3,0,0.0,0.7143,1,1,0.5,1,0,0.3333,0.0,0,0,0,0,0,,10,12442,1,307,2
codex-lang-python,ariga__atlas.6d81150,python,31,1,0.0323,0,0,,,0,0,,0,0,0.0,1.0,0,6,2,4,2,2.0,8,14276,1,837,2
codex-lang-python,arq5x__bedtools2.dd57059,python,26,3,0.1154,5,1,0.2,0.5,0,1,0.0,0,0,0.0,0.3333,0,7,2,5,2,2.5,11,18327,1,934,2
codex-lang-python,arthursonzogni__json-tui.17a22b6,python,25,0,0.0,0,0,,,0,0,,0,0,,,0,1,1,0,0,0.0,7,7487,1,271,2
codex-lang-python,ast-grep__ast-grep.dde0fe0,python,38,2,0.0526,2,0,0.0,0.8421,0,0,,0,0,0.0,0.5,0,3,2,2,1,1.0,9,13140,1,584,2
codex-lang-python,astaxie__bat.17d1080,python,32,2,0.0625,3,1,0.3333,0.5625,0,1,0.0,0,0,0.5,0.5,0,1,1,0,0,0.0,6,10824,1,313,2
codex-lang-python,astro__deadnix.d590041,python,21,1,0.0476,0,0,,,0,0,,0,0,0.0,0.0,0,7,2,5,2,2.5,8,10525,1,485,2
codex-lang-python,axodotdev__oranda.27d60c7,python,24,3,0.125,0,0,,,1,0,1.0,1,0,0.0,0.6667,1,3,2,2,1,1.0,8,9683,1,619,2
codex-lang-python,bellard__quickjs.d7ae12a,python,29,4,0.1379,4,2,0.5,0.8966,1,1,0.5,1,0,0.0,0.75,1,10,2,9,3,4.5,10,13096,1,675,2
codex-lang-python,bensadeh__tailspin.6278437,python,21,2,0.0952,0,0,,,0,0,,0,0,0.5,0.5,0,3,2,2,1,1.0,7,8459,1,404,2
codex-lang-python,blacknon__hwatch.edfcb62,python,47,1,0.0213,0,0,,,0,0,,0,0,0.0,1.0,0,3,2,1,1,0.5,9,10836,1,386,2
codex-lang-python,blake3-team__blake3.15e83a5,python,32,1,0.0312,0,0,,,0,1,0.0,1,0,0.0,0.0,0,7,3,4,2,1.3333,15,17051,2,564,3
codex-lang-python,bootandy__dust.62bf1e1,python,15,1,0.0667,2,0,0.0,0.8,0,1,0.0,0,0,0.0,0.0,0,4,2,3,1,1.5,8,10394,1,584,2
codex-lang-python,boyter__scc.515f91c,python,36,4,0.1111,4,1,0.25,0.5833,0,0,,0,0,0.75,0.25,0,18,2,16,6,8.0,8,24204,1,1001,2
codex-lang-python,brocode__fblog.3b54330,python,37,1,0.027,1,0,0.0,0.8649,0,0,,0,0,0.0,0.0,0,6,2,4,2,2.0,11,10933,1,399,2
codex-lang-python,burntsushi__ripgrep.3b7fd44,python,23,2,0.087,2,0,0.0,0.6957,0,0,,0,0,0.0,0.0,0,10,2,10,4,5.0,11,17306,1,858,3
codex-lang-python,burntsushi__xsv.f430466,python,22,1,0.0455,0,0,,,0,0,,0,0,0.0,0.0,0,3,1,2,1,2.0,8,13256,1,376,2
codex-lang-python,byron__dua-cli.8570c15,python,17,0,0.0,0,0,,,0,0,,0,0,,,0,3,2,2,1,1.0,9,10118,1,442,2
codex-lang-python,canop__broot.d6c798e,python,24,0,0.0,0,0,,,0,0,,0,0,,,0,1,2,0,0,0.0,8,8205,1,489,13
codex-lang-python,canop__rhit.ae90bcb,python,31,0,0.0,2,0,0.0,0.5806,0,0,,0,0,,,0,2,2,1,1,0.5,7,11289,1,517,2
codex-lang-python,cheat__cheat.b8098dc,python,23,1,0.0435,0,0,,,0,0,,0,0,0.0,1.0,0,4,2,2,1,1.0,10,10614,1,526,2
codex-lang-python,chirlu__sox.42b3557,python,22,0,0.0,1,0,0.0,0.9091,0,0,,0,0,,,0,0,0,0,0,,8,12755,1,447,2
codex-lang-python,chmln__handlr.90e78ba,python,36,3,0.0833,0,0,,,0,0,,0,0,0.3333,0.3333,0,6,2,4,2,2.0,11,13766,1,522,2
codex-lang-python,chmln__sd.87d1ba5,python,19,0,0.0,0,0,,,0,0,,0,0,,,0,1,2,0,0,0.0,7,7497,1,285,2
codex-lang-python,clog-tool__clog-cli.7066cba,python,39,10,0.2564,0,0,,,0,0,,0,0,0.5,0.2,0,3,2,2,1,1.0,8,10806,1,330,2
codex-lang-python,cmatsuoka__figlet.202a0a8,python,23,5,0.2174,0,0,,,0,0,,0,0,0.4,0.2,0,5,2,3,1,1.5,6,9798,1,437,77
codex-lang-python,codesnap-rs__codesnap.f81e4f3,python,33,0,0.0,0,0,,,0,0,,0,0,,,0,0,0,0,0,,6,12088,1,496,2
codex-lang-python,cordx56__rustowl.655bc5c,python,23,2,0.087,0,0,,,1,0,1.0,1,0,0.0,0.5,1,3,2,1,1,0.5,9,8137,1,375,2
codex-lang-python,crowdagger__crowbook.ea214d7,python,40,3,0.075,4,2,0.5,0.8,1,0,1.0,1,0,0.0,1.0,1,4,2,3,1,1.5,10,12940,1,612,2
codex-lang-python,cslarsen__jp2a.61d205f,python,29,1,0.0345,0,0,,,0,1,0.0,0,0,0.0,0.0,0,3,2,2,1,1.0,11,12888,1,460,2
codex-lang-python,cweill__gotests.2a672c5,python,24,1,0.0417,1,0,0.0,0.9583,0,0,,0,0,0.0,0.0,0,7,2,6,2,3.0,9,14772,1,729,2
codex-lang-python,dalance__amber.69a0f52,python,32,3,0.0938,0,0,,,0,0,,0,0,0.0,0.6667,0,2,2,1,1,0.5,7,9027,1,395,2
codex-lang-python,dandavison__delta.acd758f,python,25,1,0.04,2,1,0.5,0.88,0,0,,0,0,0.0,0.0,0,0,0,0,0,,8,9902,1,440,2
codex-lang-python,danmar__cppcheck.0a5b103,python,16,0,0.0,0,0,,,0,0,,0,0,,,0,5,2,3,1,1.5,10,11190,1,468,2
codex-lang-python,direnv__direnv.02040c7,python,28,1,0.0357,0,0,,,0,0,,0,0,0.0,1.0,0,2,2,1,1,0.5,9,11358,1,583,2
codex-lang-python,doxygen__doxygen.966d98e,python,26,3,0.1154,0,0,,,0,0,,0,0,0.3333,0.0,0,1,2,0,0,0.0,8,9101,1,443,14
codex-lang-python,drew-alleman__datasurgeon.d257cee,python,29,3,0.1034,1,0,0.0,0.931,0,0,,0,0,0.3333,0.3333,0,2,2,1,1,0.5,8,8874,1,268,3
codex-lang-python,ducaale__xh.4a6e44f,python,23,2,0.087,0,0,,,0,0,,0,0,0.0,0.0,0,3,2,2,1,1.0,8,10972,1,495,2
codex-lang-python,duckdb__duckdb.bdb65ec,python,21,3,0.1429,0,0,,,0,0,,0,0,0.0,0.3333,0,6,2,4,2,2.0,10,13710,1,676,2
codex-lang-python,dundee__gdu.ede21d2,python,53,2,0.0377,6,1,0.1667,0.5472,1,0,1.0,1,0,0.0,0.0,0,0,0,0,0,,9,16480,1,492,2
codex-lang-python,ecumene__rust-sloth.051c559,python,24,2,0.0833,0,0,,,0,0,,0,0,0.5,0.5,0,2,2,1,1,0.5,8,8135,1,416,2
codex-lang-python,ekzhang__bore.8e059cd,python,20,0,0.0,1,0,0.0,0.9,0,0,,0,0,,,0,2,2,1,1,0.5,8,7986,1,365,2
codex-lang-python,eliukblau__pixterm.1a93fd5,python,19,1,0.0526,0,0,,,0,0,,0,0,0.0,1.0,0,2,2,1,1,0.5,7,9068,1,300,2
codex-lang-python,elkowar__pipr.fae0b17,python,30,5,0.1667,0,0,,,0,0,,1,0,0.6,0.0,0,1,2,0,0,0.0,8,7514,1,235,2
codex-lang-python,epistates__treemd.825c6dd,python,15,1,0.0667,0,0,,,0,0,,0,0,0.0,1.0,0,6,2,4,2,2.0,11,12119,1,539,2
codex-lang-python,eradman__entr.8e2e8b4,python,29,3,0.1034,0,0,,,0,0,,0,0,0.3333,0.0,0,3,2,1,1,0.5,9,7478,1,354,2
codex-lang-python,esubaalew__run.0fb9dec,python,34,0,0.0,0,0,,,3,0,1.0,1,0,,,0,4,2,3,1,1.5,9,10546,1,371,2
codex-lang-python,eudoxia0__hashcards.48aa136,python,26,1,0.0385,0,0,,,0,0,,0,0,0.0,1.0,0,3,2,2,1,1.0,7,9307,1,397,2
codex-lang-python,facebook__zstd.1168da0,python,32,4,0.125,2,0,0.0,0.625,0,0,,0,0,0.25,0.5,0,2,2,1,1,0.5,15,11074,1,444,2
codex-lang-python,facebookresearch__fasttext.1142dc4,python,18,2,0.1111,0,0,,,0,0,,0,0,0.0,0.5,0,3,2,2,1,1.0,7,10052,1,595,2
codex-lang-python,ffmpeg__ffmpeg.360a402,python,20,1,0.05,2,0,0.0,0.55,0,0,,0,0,0.0,0.0,0,2,2,1,1,0.5,13,13099,1,536,2
codex-lang-python,filosottile__age.706dfc1,python,25,3,0.12,4,2,0.5,0.68,1,0,1.0,1,0,0.0,0.3333,0,0,0,0,0,,11,13707,1,378,2
codex-lang-python,foriequal0__git-trim.07c2f50,python,27,1,0.037,1,0,0.0,0.7778,0,0,,0,0,0.0,0.0,0,9,2,7,3,3.5,8,12327,1,413,2
codex-lang-python,gabotechs__dep-tree.60a95a2,python,35,2,0.0571,1,0,0.0,0.9429,0,0,,0,0,0.5,0.5,0,4,2,2,1,1.0,8,13351,1,724,2
codex-lang-python,ggreer__the_silver_searcher.a61f178,python,17,1,0.0588,4,1,0.25,0.7059,0,0,,0,0,0.0,0.0,0,8,2,6,2,3.0,7,12385,1,684,2
codex-lang-python,git-bahn__git-graph.87b4473,python,27,3,0.1111,0,0,,,0,0,,0,0,0.0,0.3333,0,8,2,6,2,3.0,8,11242,1,448,2
codex-lang-python,go-critic__go-critic.9aea378,python,15,0,0.0,0,0,,,0,0,,0,0,,,0,1,2,0,0,0.0,7,8254,1,454,2
codex-lang-python,google__brotli.b3dc9cc,python,28,2,0.0714,0,0,,,0,2,0.0,0,0,0.0,0.5,0,3,2,1,1,0.5,11,10258,1,351,2
codex-lang-python,gromacs__gromacs.665ea4c,python,40,2,0.05,0,0,,,0,0,,0,0,0.5,0.0,0,2,2,1,1,0.5,12,14359,1,737,2
codex-lang-python,guumaster__hostctl.d6d9699,python,19,3,0.1579,1,0,0.0,0.8947,0,0,,0,0,0.0,0.3333,0,6,2,4,2,2.0,9,11915,1,511,2
codex-lang-python,hairyhenderson__gomplate.05eb3aa,python,38,7,0.1842,1,0,0.0,0.6579,0,1,0.0,0,0,0.2857,0.2857,0,9,2,7,3,3.5,10,20493,1,706,2
codex-lang-python,halitechallenge__halite.822cfb6,python,15,1,0.0667,0,0,,,0,0,,0,0,1.0,0.0,0,2,2,1,1,0.5,7,7826,1,411,2
codex-lang-python,hatoo__oha.8dc6349,python,20,2,0.1,1,0,0.0,0.8,0,1,0.0,0,0,0.0,0.0,0,2,2,1,1,0.5,8,12906,1,561,2
codex-lang-python,hooklift__gowsdl.2a06cec,python,33,7,0.2121,1,0,0.0,0.5758,1,0,1.0,1,0,0.1429,0.4286,0,4,2,2,1,1.0,9,13596,1,725,2
codex-lang-python,hpjansson__chafa.dd4d4c1,python,33,4,0.1212,0,0,,,0,2,0.0,1,0,0.0,0.25,0,5,2,4,2,2.0,11,14401,1,549,2
codex-lang-python,htop-dev__htop.523600b,python,29,1,0.0345,2,0,0.0,0.6897,0,0,,0,0,0.0,0.0,0,4,2,2,1,1.0,9,10863,1,557,2
codex-lang-python,hush-shell__hush.560c33a,python,44,2,0.0455,0,0,,,0,0,,0,0,0.0,0.0,0,8,2,8,3,4.0,8,16193,1,420,2
codex-lang-python,incu6us__goimports-reviser.81bd549,python,24,1,0.0417,0,0,,,0,0,,0,0,0.0,0.0,0,6,2,4,2,2.0,8,11521,1,384,2
codex-lang-python,ip7z__7zip.839151e,python,21,1,0.0476,0,0,,,0,0,,0,0,0.0,0.0,0,4,2,2,1,1.0,9,11745,1,711,2
codex-lang-python,ismaelgv__rnr.fc0733b,python,27,0,0.0,0,0,,,0,0,,0,0,,,0,3,2,1,1,0.5,8,8389,1,308,2
codex-lang-python,isona__dirble.e2dea9f,python,25,4,0.16,1,0,0.0,0.8,0,0,,0,0,0.0,0.75,0,4,2,3,1,1.5,9,12322,1,617,2
codex-lang-python,ivanceras__svgbob.6d00ad9,python,30,1,0.0333,0,0,,,0,0,,0,0,0.0,0.0,0,8,2,6,2,3.0,8,13636,1,456,2
codex-lang-python,jarun__nnn.cb2c535,python,41,7,0.1707,0,0,,,0,0,,0,0,0.1429,0.2857,0,3,2,3,1,1.5,9,8921,1,331,2
codex-lang-python,jesseduffield__lazygit.1d0db51,python,26,2,0.0769,2,0,0.0,0.8077,0,0,,0,0,0.5,0.0,0,6,2,6,2,3.0,7,8952,1,292,3
codex-lang-python,jgm__pandoc.5caad90,python,32,2,0.0625,2,0,0.0,0.5938,0,0,,0,0,0.5,0.0,0,5,2,3,1,1.5,8,15285,1,967,2
codex-lang-python,jhspetersson__fselect.c3559ca,python,37,2,0.0541,0,0,,,0,0,,0,0,0.0,0.0,0,7,2,6,2,3.0,11,19423,1,946,2
codex-lang-python,johanneskaufmann__html-to-markdown.3006818,python,23,2,0.087,0,0,,,0,0,,0,0,0.0,0.0,0,9,2,7,3,3.5,11,12054,1,464,2
codex-lang-python,johnkerl__miller.8d85b46,python,31,3,0.0968,1,0,0.0,0.9032,0,1,0.0,1,0,0.0,0.6667,0,6,2,5,2,2.5,11,13450,1,631,2
codex-lang-python,jonas__tig.8334123,python,25,2,0.08,0,0,,,0,0,,0,0,0.5,0.5,0,3,2,2,1,1.0,7,7455,1,220,2
codex-lang-python,jqlang__jq.b33a763,python,33,2,0.0606,10,1,0.1,0.2424,0,0,,0,0,0.5,0.5,0,16,2,14,5,7.0,35,24602,1,1315,2
codex-lang-python,jrnxf__thokr.09375ef,python,23,1,0.0435,1,0,0.0,0.7391,0,1,0.0,0,0,1.0,0.0,0,3,2,2,1,1.0,8,8742,1,303,2
codex-lang-python,junegunn__fzf.b56d614,python,29,6,0.2069,0,0,,,1,2,0.3333,1,0,0.3333,0.1667,0,7,2,6,2,3.0,7,16165,1,551,2
codex-lang-python,kaushiksrini__parqeye.8072121,python,38,4,0.1053,2,0,0.0,0.8421,0,0,,1,0,0.5,0.0,0,3,2,2,1,1.0,10,12089,1,391,2
codex-lang-python,kisielk__errcheck.dacab89,python,27,1,0.037,0,0,,,0,0,,0,0,1.0,0.0,0,4,1,3,1,3.0,7,11727,1,306,2
codex-lang-python,konradsz__igrep.aa75630,python,38,2,0.0526,0,0,,,0,0,,0,0,1.0,0.0,0,0,0,0,0,,8,10587,1,367,3
codex-lang-python,ksxgithub__parallel-disk-usage.96978ed,python,30,0,0.0,0,0,,,0,0,,0,0,,,0,3,2,3,1,1.5,8,12535,1,555,2
codex-lang-python,kyoh86__richgo.313114f,python,34,1,0.0294,0,0,,,0,0,,0,0,0.0,1.0,0,0,0,0,0,,9,11623,1,348,2
codex-lang-python,kyoheiu__felix.95df390,python,28,1,0.0357,1,0,0.0,0.8929,0,0,,0,0,0.0,1.0,0,2,2,1,1,0.5,8,7137,1,230,4
codex-lang-python,lfos__calcurse.49180d5,python,41,0,0.0,6,0,0.0,0.5366,0,0,,0,0,,,0,1,1,0,0,0.0,10,19486,1,587,2
codex-lang-python,lh3__seqtk.94e7070,python,16,0,0.0,1,0,0.0,0.875,0,0,,0,0,,,0,6,2,5,2,2.5,12,13195,1,671,2
codex-lang-python,lua__lua.c6b4848,python,25,4,0.16,0,0,,,0,0,,0,0,0.0,0.25,0,12,2,10,4,5.0,9,18282,1,889,2
codex-lang-python,luajit__luajit.a553b3d,python,21,3,0.1429,0,0,,,0,0,,0,0,0.3333,0.3333,0,4,2,3,1,1.5,10,11280,1,449,2
codex-lang-python,lymphatus__caesium-clt.a529b2e,python,28,2,0.0714,0,0,,,0,1,0.0,1,0,0.5,0.5,0,2,2,1,1,0.5,10,11469,1,556,2
codex-lang-python,lz4__lz4.1519f46,python,24,2,0.0833,0,0,,,0,0,,0,0,0.0,0.5,0,4,2,3,1,1.5,14,9966,1,482,2
codex-lang-python,madler__pigz.fe4894f,python,30,1,0.0333,1,0,0.0,0.7,0,0,,0,0,0.0,0.0,0,3,2,2,1,1.0,9,11456,1,567,2
codex-lang-python,mfridman__tparse.2416b4b,python,19,1,0.0526,1,0,0.0,0.8421,0,0,,0,0,0.0,0.0,0,4,2,3,1,1.5,8,9338,1,384,2
codex-lang-python,mgdm__htmlq.6e31bc8,python,24,1,0.0417,0,0,,,0,1,0.0,1,0,0.0,0.0,0,3,2,2,1,1.0,8,10231,1,307,2
codex-lang-python,mgechev__revive.201451e,python,33,2,0.0606,1,0,0.0,0.8485,0,4,0.0,0,0,0.5,0.0,0,6,2,4,2,2.0,10,11981,1,476,2
codex-lang-python,mibk__dupl.1bf052b,python,36,1,0.0278,0,0,,,0,0,,0,0,1.0,0.0,0,0,0,0,0,,11,12226,1,327,2
codex-lang-python,mikefarah__yq.602586d,python,19,0,0.0,0,0,,,0,0,,0,0,,,0,7,2,6,2,3.0,9,12175,1,569,2
codex-lang-python,miserlou__loop.209927c,python,69,0,0.0,0,0,,,0,0,,0,0,,,0,0,0,0,0,,10,11568,1,217,2
codex-lang-python,mkj__dropbear.75f699b,python,23,1,0.0435,1,0,0.0,0.913,1,0,1.0,1,0,0.0,1.0,1,1,2,0,0,0.0,7,7226,1,283,2
