arm,task,pct,pct_ran,compile_ok,n_total_tests,n_ran_tests,n_passed_tests,language,wraps_tool,cost_usd,turns,duration_min,n_skills_invoked,skills_invoked
codex-lang-go,altdesktop__i3-style.f93821b,50.4638,76.8362,1,539,354,272,go,1,1.078023,36,5.0242,0,
codex-lang-go,ammarabouzor__tui-journal.2b4540d,64.1227,64.1227,1,1402,1402,899,go,0,1.235311,39,5.1819,0,
codex-lang-go,anordal__shellharden.6a6ffd4,73.1507,73.1507,1,1095,1095,801,go,0,1.051721,41,4.4611,0,
codex-lang-go,antonmedv__fx.86d0d34,55.2516,55.2516,1,2047,2047,1131,go,1,1.133556,39,5.1322,0,
codex-lang-go,antonmedv__walk.bf802ef,30.6383,30.6383,1,470,470,144,go,1,1.450356,41,5.9561,0,
codex-lang-go,ariga__atlas.6d81150,44.3854,44.3854,1,1318,1318,585,go,1,1.553631,44,5.7524,0,
codex-lang-go,arq5x__bedtools2.dd57059,24.4065,24.4065,1,1053,1053,257,go,0,1.629498,34,6.6916,0,
codex-lang-go,arthursonzogni__json-tui.17a22b6,68.0795,68.0795,1,755,755,514,go,1,1.080571,39,4.9354,0,
codex-lang-go,ast-grep__ast-grep.dde0fe0,14.3991,14.3991,1,882,882,127,go,0,1.036981,34,5.4779,0,
codex-lang-go,astaxie__bat.17d1080,64.8946,64.8946,1,1091,1091,708,go,1,0.916908,31,5.2972,0,
codex-lang-go,astro__deadnix.d590041,73.0897,73.0897,1,602,602,440,go,0,1.481681,39,6.0377,0,
codex-lang-go,axodotdev__oranda.27d60c7,57.1056,57.1056,1,767,767,438,go,1,1.123479,89,4.9680,0,
codex-lang-go,bellard__quickjs.d7ae12a,3.5926,3.5926,1,3034,3034,109,go,0,1.222578,42,6.4866,0,
codex-lang-go,bensadeh__tailspin.6278437,77.0732,77.0732,1,615,615,474,go,0,1.564042,47,5.4971,0,
codex-lang-go,blacknon__hwatch.edfcb62,52.0669,90.1193,1,1016,587,529,go,0,0.968377,55,4.4484,0,
codex-lang-go,blake3-team__blake3.15e83a5,88.7172,88.7172,1,647,647,574,go,0,1.475716,38,6.0797,0,
codex-lang-go,bootandy__dust.62bf1e1,63.0137,63.0137,1,584,584,368,go,0,1.298445,34,4.7725,0,
codex-lang-go,boyter__scc.515f91c,13.7931,13.7931,1,464,464,64,go,0,1.257131,40,5.0339,0,
codex-lang-go,brocode__fblog.3b54330,54.2945,54.2945,1,978,978,531,go,0,1.250074,34,5.1338,0,
codex-lang-go,burntsushi__ripgrep.3b7fd44,61.0832,61.0832,1,1994,1994,1218,go,0,1.614863,32,5.9575,0,
codex-lang-go,burntsushi__xsv.f430466,39.1709,69.6241,1,1182,665,463,go,0,1.302693,26,5.8702,0,
codex-lang-go,byron__dua-cli.8570c15,73.6248,73.6248,1,709,709,522,go,0,1.488762,38,5.5580,0,
codex-lang-go,canop__broot.d6c798e,57.1429,57.1429,1,539,539,308,go,1,1.076945,33,4.1379,0,
codex-lang-go,canop__rhit.ae90bcb,38.6781,38.6781,1,817,817,316,go,1,0.000000,0,0.0000,0,
codex-lang-go,cheat__cheat.b8098dc,51.8519,51.8519,1,297,297,154,go,1,1.240824,44,5.7262,0,
codex-lang-go,chirlu__sox.42b3557,35.4409,35.4409,1,1202,1202,426,go,0,1.403874,40,6.1454,0,
codex-lang-go,chmln__handlr.90e78ba,77.0083,77.0083,1,722,722,556,go,0,1.682511,58,6.9629,0,
codex-lang-go,chmln__sd.87d1ba5,83.7037,83.7037,1,810,810,678,go,1,0.695267,29,2.9730,0,
codex-lang-go,clog-tool__clog-cli.7066cba,73.3913,73.3913,1,575,575,422,go,0,1.250492,40,5.3135,0,
codex-lang-go,cmatsuoka__figlet.202a0a8,44.1514,44.1514,1,872,872,385,go,0,1.796853,52,5.8477,0,
codex-lang-go,codesnap-rs__codesnap.f81e4f3,66.0245,66.0245,1,571,571,377,go,0,0.000000,0,0.0000,0,
codex-lang-go,cordx56__rustowl.655bc5c,57.5552,57.5552,1,589,589,339,go,0,1.060756,36,3.7929,0,
codex-lang-go,crowdagger__crowbook.ea214d7,43.7423,43.7423,1,807,807,353,go,1,1.729249,84,6.2730,0,
codex-lang-go,cslarsen__jp2a.61d205f,39.9366,42.8571,1,631,588,252,go,1,1.734748,50,7.3545,0,
codex-lang-go,cweill__gotests.2a672c5,31.3433,85.5204,1,603,221,189,go,0,1.773389,40,6.0008,0,
codex-lang-go,dalance__amber.69a0f52,71.8584,71.8584,1,565,565,406,go,0,1.906534,68,8.7888,0,
codex-lang-go,dandavison__delta.acd758f,23.6842,23.6842,1,950,950,225,go,0,0.000000,0,0.0000,0,
codex-lang-go,danmar__cppcheck.0a5b103,17.5447,17.5447,1,2126,2126,373,go,0,1.243793,33,4.2697,0,
codex-lang-go,direnv__direnv.02040c7,43.3451,43.3451,1,849,849,368,go,1,1.228736,43,5.5954,0,
codex-lang-go,doxygen__doxygen.966d98e,31.4410,31.4410,1,229,229,72,go,0,1.317029,52,5.1971,0,
codex-lang-go,drew-alleman__datasurgeon.d257cee,63.7450,63.7450,1,502,502,320,go,0,1.053773,42,4.8905,0,
codex-lang-go,ducaale__xh.4a6e44f,34.7566,34.7566,1,1171,1171,407,go,1,1.689405,44,6.9394,0,
codex-lang-go,duckdb__duckdb.bdb65ec,8.2655,8.2655,1,5650,5650,467,go,0,1.353148,39,6.2803,0,
codex-lang-go,dundee__gdu.ede21d2,65.9776,65.9776,1,1161,1161,766,go,0,1.079866,44,5.4130,0,
codex-lang-go,ecumene__rust-sloth.051c559,47.6316,47.6316,1,380,380,181,go,0,1.058363,25,3.6362,0,
codex-lang-go,ekzhang__bore.8e059cd,13.1980,85.2459,1,394,61,52,go,0,1.297186,44,5.2429,0,
codex-lang-go,elkowar__pipr.fae0b17,53.1429,53.1429,1,525,525,279,go,0,1.297535,61,4.4530,0,
codex-lang-go,epistates__treemd.825c6dd,42.7661,42.7661,1,1569,1569,671,go,1,1.060169,27,6.4276,0,
codex-lang-go,eradman__entr.8e2e8b4,77.3038,77.3038,1,586,586,453,go,0,1.156067,61,4.6139,0,
codex-lang-go,esubaalew__run.0fb9dec,42.8218,42.8218,1,1212,1212,519,go,1,1.031267,47,5.3019,0,
codex-lang-go,eudoxia0__hashcards.48aa136,67.3209,68.2587,1,1019,1005,686,go,0,1.304570,40,5.4249,0,
codex-lang-go,facebook__zstd.1168da0,33.1207,75.7576,1,2038,891,675,go,0,0.948422,47,15243.9601,0,
codex-lang-go,facebookresearch__fasttext.1142dc4,35.5769,35.5769,1,312,312,111,go,0,0.938438,31,4.6910,0,
codex-lang-go,ffmpeg__ffmpeg.360a402,7.4754,7.4754,1,3050,3050,228,go,0,1.498555,57,15238.5597,0,
codex-lang-go,filosottile__age.706dfc1,0.0000,0.0000,1,676,0,0,go,0,1.829995,44,6.4062,0,
codex-lang-go,foriequal0__git-trim.07c2f50,53.4381,53.4381,1,509,509,272,go,1,2.151351,46,9.3552,0,
codex-lang-go,gabotechs__dep-tree.60a95a2,60.8092,60.8092,1,865,865,526,go,0,0.000000,0,0.0000,0,
codex-lang-go,git-bahn__git-graph.87b4473,75.1761,75.1761,1,568,568,427,go,0,1.152170,42,4.3230,0,
codex-lang-go,go-critic__go-critic.9aea378,28.6004,28.6004,1,493,493,141,go,0,1.047385,34,4.6201,0,
codex-lang-go,google__brotli.b3dc9cc,0.6803,60.0000,1,441,5,3,go,0,1.382216,56,16079.4677,0,
codex-lang-go,gromacs__gromacs.665ea4c,1.3655,1.3655,1,1245,1245,17,go,0,0.850024,38,3.6199,0,
codex-lang-go,guumaster__hostctl.d6d9699,31.2084,31.4477,1,1051,1043,328,go,1,1.572350,53,6.0149,0,
codex-lang-go,hairyhenderson__gomplate.05eb3aa,58.2365,58.2365,1,2926,2926,1704,go,0,0.000000,0,0.0000,0,
codex-lang-go,halitechallenge__halite.822cfb6,43.2727,43.2727,1,275,275,119,go,0,0.957320,33,4.0534,0,
codex-lang-go,hatoo__oha.8dc6349,67.7419,67.7419,1,899,899,609,go,1,1.255387,35,6.1018,0,
codex-lang-go,hooklift__gowsdl.2a06cec,72.3785,72.3785,1,391,391,283,go,0,1.477462,44,5.0440,0,
codex-lang-go,hpjansson__chafa.dd4d4c1,12.7913,12.7913,1,1931,1931,247,go,0,1.551908,47,6.9105,0,
codex-lang-go,htop-dev__htop.523600b,83.5498,83.5498,1,693,693,579,go,1,1.209939,42,5.4793,0,
codex-lang-go,hush-shell__hush.560c33a,9.7419,9.7419,1,1201,1201,117,go,0,1.667750,51,6.1537,0,
codex-lang-go,incu6us__goimports-reviser.81bd549,78.5575,78.5575,1,513,513,403,go,0,0.766494,26,3.5956,0,
codex-lang-go,ip7z__7zip.839151e,30.1055,30.1055,1,1043,1043,314,go,0,1.291436,38,5.9288,0,
codex-lang-go,ismaelgv__rnr.fc0733b,74.5242,74.5242,1,683,683,509,go,0,1.169648,52,5.4610,0,
codex-lang-go,isona__dirble.e2dea9f,59.4708,59.4708,1,718,718,427,go,0,1.224717,46,5.4366,0,
codex-lang-go,ivanceras__svgbob.6d00ad9,32.8390,32.8390,1,472,472,155,go,1,1.033878,37,4.6154,0,
codex-lang-go,jarun__nnn.cb2c535,85.5649,92.9545,1,478,440,409,go,0,1.523038,40,5.1809,0,
codex-lang-go,jesseduffield__lazygit.1d0db51,33.9181,33.9181,1,855,855,290,go,1,0.837826,28,3.6740,0,
codex-lang-go,jgm__pandoc.5caad90,11.3045,11.3045,1,5228,5228,591,go,1,1.075488,35,5.9873,0,
codex-lang-go,jhspetersson__fselect.c3559ca,12.1027,12.1027,1,3115,3115,377,go,0,0.000000,0,0.0000,0,
codex-lang-go,johanneskaufmann__html-to-markdown.3006818,63.2768,63.2768,1,885,885,560,go,0,1.595384,44,6.1944,0,
codex-lang-go,johnkerl__miller.8d85b46,17.5036,17.5036,1,14637,14637,2562,go,0,0.807389,24,4.0286,0,
codex-lang-go,jonas__tig.8334123,83.5435,83.5435,1,1586,1586,1325,go,1,1.192989,47,4.5551,0,
codex-lang-go,jqlang__jq.b33a763,20.2240,39.4602,1,6072,3112,1228,go,1,1.792905,61,14195.7424,0,
codex-lang-go,jrnxf__thokr.09375ef,62.9213,62.9213,1,445,445,280,go,1,1.195588,44,4.8807,0,
codex-lang-go,junegunn__fzf.b56d614,76.3186,76.3186,1,1858,1858,1418,go,1,1.728644,52,6.2580,0,
codex-lang-go,kaushiksrini__parqeye.8072121,47.8079,47.8079,1,479,479,229,go,0,1.237402,53,5.0086,0,
codex-lang-go,kisielk__errcheck.dacab89,43.4018,43.4018,1,341,341,148,go,0,1.563408,41,6.1266,0,
codex-lang-go,konradsz__igrep.aa75630,72.9870,72.9870,1,385,385,281,go,0,0.965393,46,3.9187,0,
codex-lang-go,ksxgithub__parallel-disk-usage.96978ed,67.2316,67.2316,1,531,531,357,go,0,0.945618,31,4.0556,0,
codex-lang-go,kyoh86__richgo.313114f,50.0000,50.0000,1,546,546,273,go,0,0.754670,32,3.0939,0,
codex-lang-go,kyoheiu__felix.95df390,55.3785,95.2055,1,502,292,278,go,0,1.030049,38,4.2551,0,
codex-lang-go,lfos__calcurse.49180d5,41.4414,41.4414,1,666,666,276,go,0,1.691108,50,7.0391,0,
codex-lang-go,lh3__seqtk.94e7070,52.4476,52.4476,1,429,429,225,go,0,1.227100,34,5.4576,0,
codex-lang-go,lua__lua.c6b4848,27.3543,27.3543,1,1338,1338,366,go,0,1.270492,38,5.9959,0,
codex-lang-go,luajit__luajit.a553b3d,28.8170,28.8170,1,2967,2967,855,go,0,1.893559,58,7.5110,0,
codex-lang-go,lymphatus__caesium-clt.a529b2e,80.6957,80.6957,1,575,575,464,go,0,1.052073,32,4.6331,0,
codex-lang-go,lz4__lz4.1519f46,73.9305,73.9305,1,1496,1496,1106,go,0,1.006474,35,4.1852,0,
codex-lang-go,madler__pigz.fe4894f,80.1444,80.1444,1,831,831,666,go,1,1.045259,42,4.6504,0,
codex-lang-go,mfridman__tparse.2416b4b,67.7647,67.7647,1,425,425,288,go,0,1.352913,34,5.2573,0,
codex-lang-go,mgdm__htmlq.6e31bc8,90.5155,90.5155,1,1455,1455,1317,go,1,1.601160,52,5.3589,0,
codex-lang-go,mgechev__revive.201451e,46.4924,46.4924,1,727,727,338,go,0,1.288451,34,5.8186,0,
codex-lang-go,mibk__dupl.1bf052b,72.3861,72.3861,1,373,373,270,go,0,1.633292,49,5.7892,0,
codex-lang-go,mikefarah__yq.602586d,16.4000,16.4000,1,2000,2000,328,go,1,1.576645,41,7.0080,0,
codex-lang-go,miserlou__loop.209927c,75.6338,75.6338,1,710,710,537,go,1,1.293938,69,5.5386,0,
codex-lang-go,mkj__dropbear.75f699b,31.5634,92.2414,1,678,232,214,go,0,0.927957,37,3.8311,0,
codex-lang-go,mookid__diffr.2152742,67.1617,67.1617,1,606,606,407,go,1,0.985390,38,3.9212,0,
codex-lang-go,nachoparker__dutree.44e877d,41.9657,41.9657,1,641,641,269,go,0,0.688382,30,3.0246,0,
codex-lang-go,naggie__dstask.ff57396,50.4695,50.4695,1,1278,1278,645,go,0,1.472403,31,6.0121,0,
codex-lang-go,nikoladucak__caps-log.2cf2d1e,47.3684,47.3684,1,551,551,261,go,0,1.290220,48,4.4052,0,
codex-lang-go,nikolassv__bartib.6b9b5ce,55.6787,55.6787,1,722,722,402,go,1,1.399692,31,5.2742,0,
codex-lang-go,ninja-build__ninja.cc60300,56.7455,56.7455,1,1438,1438,816,go,1,1.781134,46,6.8244,0,
codex-lang-go,noborus__ov.b96c2ba,69.0399,69.0399,1,1854,1854,1280,go,1,1.161448,58,4.7418,0,
codex-lang-go,noborus__trdsql.d8c5ff6,43.1402,43.1402,1,1312,1312,566,go,1,1.326284,29,5.6210,0,
codex-lang-go,nukesor__pueue.8b9d6fe,13.1661,13.1661,1,638,638,84,go,0,1.044459,23,3.8298,0,
codex-lang-go,nuta__nsh.bdd0702,73.7646,73.7646,1,1963,1963,1448,go,1,0.935471,33,3.5944,0,
codex-lang-go,o2sh__onefetch.e5958ce,64.1509,64.1509,1,1166,1166,748,go,0,1.405795,36,5.8450,0,
codex-lang-go,ogham__dog.721440b,65.8462,65.8462,1,1300,1300,856,go,1,2.111315,49,8.5317,0,
codex-lang-go,oppiliappan__eva.41ae245,78.5323,78.5323,1,913,913,717,go,0,1.224749,41,4.2870,0,
codex-lang-go,oppiliappan__statix.e9df54c,53.4969,53.4969,1,815,815,436,go,1,1.888263,49,6.7530,0,
codex-lang-go,orf__gping.26eb5b9,56.9322,56.9322,1,339,339,193,go,0,1.032805,39,4.3220,0,
codex-lang-go,osgeo__gdal.0847f12,12.6332,12.6332,1,657,657,83,go,0,1.497336,39,7.0680,0,
codex-lang-go,osgeo__proj.75d455c,4.5121,4.5121,1,5319,5319,240,go,0,0.987640,34,4.6536,0,
codex-lang-go,paradigmxyz__solar.5190d0e,38.3215,38.3215,1,1978,1978,758,go,0,1.554868,53,5.9600,0,
codex-lang-go,parcel-bundler__lightningcss.aa2ed1e,48.7270,48.7270,1,2828,2828,1378,go,1,1.698561,47,6.3056,0,
codex-lang-go,peco__peco.4e58dad,68.2190,68.2190,1,1224,1224,835,go,0,0.845469,38,3.7808,0,
codex-lang-go,pemistahl__grex.fa3e8ed,70.3506,70.3506,1,1312,1312,923,go,1,1.828904,39,6.3374,0,
codex-lang-go,php__php-src.c891263,3.4225,3.4225,1,14288,14288,489,go,0,2.320068,65,8.5311,0,
codex-lang-go,pier-cli__pier.5e1bde9,70.9538,70.9538,1,692,692,491,go,1,1.367200,36,5.5659,0,
codex-lang-go,pls-rs__pls.4e1ae50,41.5663,41.5663,1,332,332,138,go,1,1.126526,34,4.7653,0,
codex-lang-go,psampaz__go-mod-outdated.bb79367,82.1053,82.1053,1,285,285,234,go,0,0.718554,32,2.8206,0,
codex-lang-go,quinn-rs__quinn.bb359cc,47.5096,47.5096,1,522,522,248,go,0,1.263918,49,5.7275,0,
codex-lang-go,raviqqe__muffet.a882908,79.8635,79.8635,1,293,293,234,go,0,1.531702,43,5.4572,0,
codex-lang-go,rbakbashev__elfcat.52f8cc7,60.2837,60.2837,1,564,564,340,go,0,1.340971,34,4.1087,0,
codex-lang-go,rcoh__angle-grinder.9c2fc88,23.8053,23.8053,1,1130,1130,269,go,0,1.350640,47,6.3610,0,
codex-lang-go,rhysd__kiro-editor.4157485,76.9748,76.9748,1,595,595,458,go,0,0.000000,0,0.0000,0,
codex-lang-go,riquito__tuc.16fb471,80.1839,80.1839,1,1196,1196,959,go,1,0.964221,26,4.2484,0,
codex-lang-go,robertdavidgraham__masscan.b99d433,42.1342,42.1342,1,2549,2549,1074,go,0,0.918905,41,3.6041,0,
codex-lang-go,rochacbruno__marmite.7d4bc2d,42.8144,42.8144,1,668,668,286,go,1,1.431595,39,6.4651,0,
codex-lang-go,rs__curlie.5dfcbb1,79.7432,79.7432,1,701,701,559,go,0,0.000000,0,0.0000,0,
codex-lang-go,rs__jplot.2a54bcc,80.1029,80.1029,1,583,583,467,go,0,1.302368,42,4.1110,0,
codex-lang-go,rust-embedded__svd2rust.1760b5e,59.1304,59.1304,1,920,920,544,go,0,1.572794,44,6.4083,0,
codex-lang-go,rust-ethereum__ethabi.b1710ad,62.2869,62.2869,1,997,997,621,go,1,1.096389,34,5.2332,0,
codex-lang-go,rust-lang__mdbook.37273ba,51.7056,52.3636,1,1114,1100,576,go,1,1.188094,44,7.3287,0,
codex-lang-go,rvben__rumdl.2d75c4d,36.9958,36.9958,1,3322,3322,1229,go,1,2.061615,45,7.4555,0,
codex-lang-go,samtools__samtools.aa823b5,18.3158,18.3158,1,1425,1425,261,go,1,1.591446,40,9.4177,0,
codex-lang-go,sayanarijit__xplr.1751065,60.8592,60.8592,1,419,419,255,go,1,2.090549,73,6.8950,0,
codex-lang-go,sclevine__yj.8016400,59.8435,59.8435,1,767,767,459,go,0,1.450647,42,6.0762,0,
codex-lang-go,segmentio__chamber.5f93f5f,59.0389,59.0389,1,1748,1748,1032,go,0,1.184716,32,5.6942,0,
codex-lang-go,sharkdp__bat.f822bd0,47.3091,47.3091,1,799,799,378,go,1,1.150483,33,4.9041,0,
codex-lang-go,sharkdp__fd.40d8eb3,70.4453,70.4453,1,1235,1235,870,go,0,1.134231,34,5.3407,0,
codex-lang-go,sharkdp__hexyl.2e26437,65.8940,65.8940,1,906,906,597,go,0,1.703132,40,6.1601,0,
codex-lang-go,sharkdp__pastel.b60e899,64.0934,64.0934,1,1114,1114,714,go,0,2.251513,43,8.4722,0,
codex-lang-go,shashwatah__jot.a92aad8,79.1223,79.1223,1,752,752,595,go,0,1.012686,28,4.5223,0,
codex-lang-go,sheepla__pingu.926d475,87.7285,87.7285,1,383,383,336,go,0,1.182177,53,4.4625,0,
codex-lang-go,sibprogrammer__xq.b89f681,57.8283,57.8283,1,792,792,458,go,0,1.264880,40,5.2597,0,
codex-lang-go,sigoden__argc.04a08f1,12.7638,12.7638,1,995,995,127,go,1,1.848592,65,7.3907,0,
codex-lang-go,simeg__eureka.df3796c,38.3721,38.3721,1,344,344,132,go,0,0.000000,0,0.0000,0,
codex-lang-go,sirwart__ripsecrets.34c9e03,44.0262,44.0262,1,611,611,269,go,1,1.096560,43,4.6691,0,
codex-lang-go,sitkevij__hex.61ae69b,88.5784,88.5784,1,823,823,729,go,0,1.051564,44,4.5734,0,
codex-lang-go,skeema__skeema.6a76243,61.5340,61.5340,1,1708,1708,1051,go,1,1.376925,37,5.1106,0,
codex-lang-go,sqlite__sqlite.839433d,0.4588,23.3962,1,13514,265,62,go,0,0.944692,37,12089.1049,0,
codex-lang-go,sstadick__hck.b66c751,89.2398,89.2398,1,855,855,763,go,0,0.913668,35,3.8516,0,
codex-lang-go,stacked-git__stgit.430027d,31.2290,32.5175,1,1489,1430,465,go,0,1.283921,34,5.2989,0,
codex-lang-go,stranger6667__jsonschema.d52e881,44.7665,71.5142,1,2933,1836,1313,go,0,1.065303,29,4.6429,0,
codex-lang-go,svenstaro__genact.16f96e3,16.3793,16.3793,1,232,232,38,go,0,0.000000,0,0.0000,0,
codex-lang-go,svenstaro__miniserve.8449e8b,49.6711,51.0135,1,304,296,151,go,0,1.924090,36,7.5327,0,
codex-lang-go,thezoraiz__ascii-image-converter.d05a757,41.9355,41.9355,1,465,465,195,go,0,1.274050,36,5.3768,0,
codex-lang-go,tomarrell__wrapcheck.c058da1,11.6667,11.6667,1,480,480,56,go,0,1.378280,53,5.3275,0,
codex-lang-go,tomnomnom__gron.88a6234,76.7857,76.7857,1,224,224,172,go,0,1.157533,37,5.5260,0,
codex-lang-go,trasta298__keifu.3331426,64.5038,64.5038,1,262,262,169,go,0,1.803192,52,6.4297,0,
codex-lang-go,tree-sitter__tree-sitter.5e23cca,28.4903,28.4903,1,1232,1232,351,go,1,0.931155,28,5.8414,0,
codex-lang-go,tstack__lnav.ee34494,9.3939,9.3939,1,990,990,93,go,1,1.209196,67,5.5943,0,
codex-lang-go,tukaani-project__xz.1007bf0,37.6596,79.2537,1,1410,670,531,go,0,2.411057,88,10170.3357,0,
codex-lang-go,typst__typst.88356d0,30.1624,30.1624,1,1724,1724,520,go,1,1.056931,34,5.4514,0,
codex-lang-go,unhappychoice__gittype.34b72d0,44.8043,44.8043,1,741,741,332,go,0,1.155909,29,3.4851,0,
codex-lang-go,universal-ctags__ctags.243595e,8.5917,8.5917,1,2258,2258,194,go,0,2.381323,50,8.3446,0,
codex-lang-go,wfxr__code-minimap.0ddeea5,56.8690,56.8690,1,313,313,178,go,0,2.054572,63,7.5045,0,
codex-lang-go,wfxr__csview.8ac4de0,86.5672,86.5672,1,335,335,290,go,0,1.245546,35,4.4094,0,
codex-lang-go,wgunderwood__tex-fmt.3f1aef6,63.0769,63.0769,1,455,455,287,go,1,1.546759,44,5.9355,0,
codex-lang-go,wintermute-cell__ngrrram.8ea13c3,41.5842,41.5842,1,303,303,126,go,0,1.010625,38,4.9982,0,
codex-lang-go,xampprocky__tokei.505d648,53.9617,53.9617,1,732,732,395,go,0,1.705485,39,8.6129,0,
codex-lang-go,xorg62__tty-clock.f2f847c,38.7900,45.4167,1,281,240,109,go,0,0.000000,0,0.0000,0,
codex-lang-go,y2z__monolith.8702e66,46.8443,46.8443,1,713,713,334,go,1,1.393871,45,5.7224,0,
codex-lang-go,yaa110__nomino.f892499,35.7827,72.7273,1,313,154,112,go,0,1.363091,54,5.2773,0,
codex-lang-go,yassinebridi__serpl.c48a9d7,52.6906,52.6906,1,446,446,235,go,0,1.175650,38,3.7938,0,
codex-lang-go,yoav-lavi__melody.f4af9b4,62.1577,62.1577,1,1205,1205,749,go,0,1.473077,41,5.9167,0,
codex-lang-go,ys-l__flamelens.0b4dc33,23.6607,23.6607,1,224,224,53,go,0,1.009332,53,4.1530,0,
codex-lang-go,zevv__duc.a58fa4e,58.0092,58.0092,1,874,874,507,go,0,1.962050,43,7.3118,0,
codex-lang-go,zk-org__zk.10d93d5,16.3357,16.3357,1,1108,1108,181,go,1,1.280713,43,5.7137,0,
codex-lang-js,abishekvashok__cmatrix.5c082c6,97.0414,97.0414,1,507,507,492,js,0,0.978218,41,3.6753,0,
codex-lang-js,agourlay__zip-password-finder.704700d,83.3824,83.3824,1,680,680,567,js,0,2.058059,58,7.9883,0,
codex-lang-js,ajeetdsouza__zoxide.67ca1bc,60.2637,60.2637,1,531,531,320,js,1,0.988050,38,4.2271,0,
codex-lang-js,alexpovel__srgn.89f943b,64.0389,64.0389,1,1852,1852,1186,js,0,1.794120,52,6.9302,0,
codex-lang-js,altdesktop__i3-style.f93821b,56.2152,56.2152,1,539,539,303,js,1,1.831721,47,6.5289,0,
codex-lang-js,ammarabouzor__tui-journal.2b4540d,61.1270,61.1270,1,1402,1402,857,js,0,0.847965,47,3.8676,0,
codex-lang-js,anordal__shellharden.6a6ffd4,77.4429,77.4429,1,1095,1095,848,js,0,1.285590,37,4.5621,0,
codex-lang-js,antonmedv__fx.86d0d34,47.3864,47.3864,1,2047,2047,970,js,1,0.962450,41,3.9713,0,
codex-lang-js,antonmedv__walk.bf802ef,67.8723,67.8723,1,470,470,319,js,1,2.086625,59,5.8846,0,
codex-lang-js,ariga__atlas.6d81150,49.2413,49.2413,1,1318,1318,649,js,1,1.564837,44,5.8437,0,
codex-lang-js,arq5x__bedtools2.dd57059,25.0712,25.0712,1,1053,1053,264,js,0,1.048052,35,4.4149,0,
codex-lang-js,arthursonzogni__json-tui.17a22b6,86.6225,86.6225,1,755,755,654,js,1,2.467936,59,8.7896,0,
codex-lang-js,ast-grep__ast-grep.dde0fe0,11.9048,11.9048,1,882,882,105,js,0,2.033508,62,6.4980,0,
codex-lang-js,astaxie__bat.17d1080,69.5692,69.5692,1,1091,1091,759,js,1,1.041802,31,4.0209,0,
codex-lang-js,astro__deadnix.d590041,74.4186,74.4186,1,602,602,448,js,0,2.070669,43,5.9010,0,
codex-lang-js,axodotdev__oranda.27d60c7,57.4967,57.4967,1,767,767,441,js,1,1.370950,51,5.2608,0,
codex-lang-js,bellard__quickjs.d7ae12a,59.8879,59.8879,1,3034,3034,1817,js,0,1.402726,48,4.5709,0,
codex-lang-js,bensadeh__tailspin.6278437,71.3821,71.3821,1,615,615,439,js,0,1.386534,43,4.5780,0,
codex-lang-js,blacknon__hwatch.edfcb62,55.0197,89.4400,1,1016,625,559,js,0,1.444807,52,4.9541,0,
codex-lang-js,blake3-team__blake3.15e83a5,85.9351,85.9351,1,647,647,556,js,0,1.078953,29,5.6068,0,
codex-lang-js,bootandy__dust.62bf1e1,53.7671,53.7671,1,584,584,314,js,0,1.781795,35,5.5607,0,
codex-lang-js,boyter__scc.515f91c,28.0172,28.0172,1,464,464,130,js,1,1.182743,31,5.3071,0,
codex-lang-js,brocode__fblog.3b54330,68.5072,68.5072,1,978,978,670,js,0,1.598842,59,6.5665,0,
codex-lang-js,burntsushi__ripgrep.3b7fd44,51.6048,51.6048,1,1994,1994,1029,js,1,2.609621,58,8.1163,0,
codex-lang-js,burntsushi__xsv.f430466,41.0321,72.9323,1,1182,665,485,js,0,1.336017,27,5.3331,0,
codex-lang-js,byron__dua-cli.8570c15,77.8561,77.8561,1,709,709,552,js,0,1.238162,43,4.6894,0,
codex-lang-js,canop__broot.d6c798e,54.3599,54.3599,1,539,539,293,js,1,0.000000,0,0.0000,0,
codex-lang-js,canop__rhit.ae90bcb,61.5667,61.5667,1,817,817,503,js,0,1.291190,43,4.2266,0,
codex-lang-js,cheat__cheat.b8098dc,50.5051,50.5051,1,297,297,150,js,1,1.281981,36,4.8064,0,
codex-lang-js,chirlu__sox.42b3557,30.6988,30.6988,1,1202,1202,369,js,0,1.007633,28,4.9169,0,
codex-lang-js,chmln__handlr.90e78ba,80.0554,80.0554,1,722,722,578,js,0,1.627666,54,5.4764,0,
codex-lang-js,chmln__sd.87d1ba5,84.9383,84.9383,1,810,810,688,js,1,0.910373,44,3.5425,0,
codex-lang-js,clog-tool__clog-cli.7066cba,57.3913,57.3913,1,575,575,330,js,0,1.233609,46,5.4271,0,
codex-lang-js,cmatsuoka__figlet.202a0a8,38.1881,38.1881,1,872,872,333,js,0,1.651907,46,5.8904,0,
codex-lang-js,codesnap-rs__codesnap.f81e4f3,59.7198,59.7198,1,571,571,341,js,0,0.000000,0,0.0000,0,
codex-lang-js,cordx56__rustowl.655bc5c,21.0526,21.0526,1,589,589,124,js,0,0.899732,33,3.6905,0,
codex-lang-js,crowdagger__crowbook.ea214d7,32.8377,32.8377,1,807,807,265,js,1,1.017636,41,4.7289,0,
codex-lang-js,cslarsen__jp2a.61d205f,35.4992,35.4992,1,631,631,224,js,1,1.915083,54,7.3047,0,
codex-lang-js,cweill__gotests.2a672c5,27.0315,27.0315,1,603,603,163,js,1,1.252084,43,5.8929,0,
